recommendationid,language,review,voted_up,created_at,updated_at,author.steamid,author.num_games_owned,author.num_reviews
208125445,schinese,sb德田，什么吊数值,FALSE,2025-11-01T11:56:46Z,2025-11-01T11:56:46Z,76561198361152992,52,5
208124172,schinese,更新之后，根本都打不开，玩尼玛？？,FALSE,2025-11-01T11:36:27Z,2026-03-09T17:36:49Z,76561198062298637,207,48
208122208,schinese,"
我喜欢《荒野求生》，但你们需要优化一下这款游戏，尤其是画面。虽然游戏运行流畅，但有时画面效果很差。",TRUE,2025-11-01T11:02:44Z,2026-03-12T23:42:40Z,76561198407092569,0,3
208115084,schinese,依旧一坨大便,FALSE,2025-11-01T08:49:27Z,2025-11-01T08:49:27Z,76561198165576807,29,2
208109298,schinese,靠,FALSE,2025-11-01T06:45:30Z,2025-11-01T06:45:30Z,76561198940316970,0,1
208102264,schinese,测牛魔，更新完游戏都打不开，玩牛魔啊，真几把恶心。,FALSE,2025-11-01T04:08:37Z,2025-11-01T04:08:37Z,76561198245302746,75,2
208099546,schinese,纯纯垃圾半成品，deck上也玩不了，PC上还是玩不了就离谱，有时间做你那个破JB物语能不能抽空优化一下你这个b半成品，半年不到就背刺，核废水喝多了脑子喝坏了吧,FALSE,2025-11-01T03:12:05Z,2025-11-01T03:12:05Z,76561199657389106,0,1
208089512,schinese,好玩但是不能惯着卡婊,FALSE,2025-10-31T23:50:58Z,2025-10-31T23:50:58Z,76561199559064482,37,2
208067599,schinese,400多买的··不如世界一根  垃圾游戏,FALSE,2025-10-31T18:14:01Z,2025-10-31T18:14:01Z,76561198062997255,9,1
208058834,schinese,第一款通关了就删的怪猎,FALSE,2025-10-31T16:18:02Z,2025-10-31T16:18:02Z,76561198225808848,80,1
208057022,schinese,司马卡婊更新后一上游戏就崩溃，做的什么狗几把优化？,FALSE,2025-10-31T15:54:26Z,2025-10-31T15:54:26Z,76561199390188342,54,2
208052824,schinese,"大份狗屎
半成品就别端上来了",FALSE,2025-10-31T15:00:37Z,2025-10-31T15:00:37Z,76561199137020926,70,5
208050149,schinese,6,FALSE,2025-10-31T14:26:44Z,2025-10-31T14:26:44Z,76561199195073370,0,1
208047977,schinese,优化太差，更新内容少又慢，资深的玩家也好，萌新的玩家也罢，都不值得入坑的一作。感觉就像是世界拉的屎，远看是一坨，近看屎一坨。,FALSE,2025-10-31T13:57:47Z,2025-10-31T13:57:47Z,76561198441678143,85,5
208045955,schinese,垃圾游戏 把我电源炸了,FALSE,2025-10-31T13:29:46Z,2025-10-31T13:29:46Z,76561198348083963,0,8
208044782,schinese,忘记差评了，傻逼卡普空赶紧吃大便去,FALSE,2025-10-31T13:12:14Z,2025-10-31T13:12:14Z,76561198444464589,242,18
208044169,schinese,👎👎👎👎👎,FALSE,2025-10-31T13:03:14Z,2025-10-31T13:03:14Z,76561198993281535,0,3
208038213,schinese,好，但是BYD德田,FALSE,2025-10-31T11:29:36Z,2025-10-31T11:29:36Z,76561198327653774,0,20
208035591,schinese,一如既往的动作僵硬，这真的是2025年的动作游戏吗？,FALSE,2025-10-31T10:45:42Z,2025-10-31T10:45:42Z,76561198286178311,188,75
208035352,schinese,你麻痹的卡普空，真他妈畜生公司,FALSE,2025-10-31T10:42:00Z,2025-10-31T10:42:00Z,76561198181187850,0,1
208017316,schinese,每次更新都会赤两口的史,FALSE,2025-10-31T03:58:53Z,2025-10-31T03:58:53Z,76561199069539238,102,13
207995054,schinese,一点都不好玩,FALSE,2025-10-30T21:37:45Z,2025-10-30T21:37:45Z,76561198251196824,0,4
207980559,schinese,跟屎没区别，成功用一代干碎了我怪猎死忠粉的滤镜，真正牛逼,FALSE,2025-10-30T18:28:35Z,2025-10-30T18:28:35Z,76561199259947936,0,7
207973304,schinese,价格很贵 优化很差 打怪一小时 崩溃闪退四十分钟,FALSE,2025-10-30T16:54:04Z,2025-10-30T16:54:04Z,76561199061618721,81,1
207968458,schinese,我tmd也是傻，world玩的好好的，要来买你这个破荒野！,FALSE,2025-10-30T15:54:07Z,2025-10-30T15:54:07Z,76561199026048725,0,2
207961284,schinese,you'hua'chayouhuacha,FALSE,2025-10-30T14:25:20Z,2025-10-30T14:25:20Z,76561199173003614,8,1
207958150,schinese,垃圾游戏，大半年还在崩溃报错,FALSE,2025-10-30T13:44:03Z,2025-10-30T13:44:03Z,76561198275307392,105,1
207949331,schinese,"1.无法顺利运行
2.可玩内容少
3.关键角色塑造差
4.剧情无病呻吟故弄玄虚
5.战斗体验和前作相比一般
6.无法流畅运行
7.无法流畅运行
8.无法流畅运行
9.无法流畅运行
10.无法流畅运行
11.依靠复杂的民间mod可以提升稳定性
12.莫名其妙的死妈无意义更新会重新扫描你的游戏文件，强迫玩家卸载所有mod甚至重装游戏
13.无法运行",FALSE,2025-10-30T11:32:21Z,2025-10-30T11:32:21Z,76561198868097886,85,9
207937324,schinese,"欧米茄就很很难评，纯粪。
感觉这玩意设计出来就不是给4个人打的，更像是一个32人副本。。。",FALSE,2025-10-30T07:07:32Z,2025-10-30T07:18:09Z,76561198285514088,0,2
207936927,schinese,"游戏优化：卡
游戏剧情：普
游戏内容：空
游戏发布：逆
后续活动：骂
后续更新：屎
体验终结：拉",FALSE,2025-10-30T06:56:24Z,2025-10-30T06:56:24Z,76561198240484068,66,7
207929597,schinese,我草你妈30帧我玩你的木,FALSE,2025-10-30T03:46:59Z,2025-12-20T13:16:08Z,76561199038127951,114,6
207929035,schinese,"更新以后我游戏都进不去了，你指望我给你好评？为了进你那破服务器，我还得专门买个加速器？你是不是觉得你很搞笑？还有你那糟糕的游戏体验，轻武器虫棍要蓄力，这叫轻武器？不会设计新动作可以套用崛起的和世界的，没有创新就是最大的创新。
我看你卡婊怪猎工作组一直都是欠骂的，尤其是这个死妈脸的胖子。",FALSE,2025-10-30T03:35:03Z,2025-10-30T03:35:03Z,76561198283672261,437,31
207926172,schinese,屎,FALSE,2025-10-30T02:35:19Z,2025-10-30T02:35:19Z,76561198873469786,106,1
207876702,schinese,一坨,TRUE,2025-10-29T14:36:11Z,2026-02-01T15:24:08Z,76561198798725942,112,3
207871645,schinese,不好,FALSE,2025-10-29T13:24:53Z,2025-10-29T13:24:53Z,76561199047629838,0,8
207867552,schinese,"一堆缺点，感觉12月巨戟龙基本救不回来了，等G位看看能否把现在这套畸形的底层武器机制改好吧（悲观。

经典小男孩共情破坏人类村庄的怪物大喊“我就是锁刃龙”的神秘剧情。
在此基础上又臭又长信息量极少，还影响联机的下位CG动画。
肉眼可见内容贫瘠的上位终盘更新内容。
宣传时宣传“怪物种群”结果游戏里就只有辟兽实装的宣传诈骗。
喜闻乐见的一拍脑袋式的武器装备双孔位拆分导致的配装缩水。
以及大剑喜闻乐见的据说几个月还没修的相杀bug，以及和九星任务相比完全失衡的机制自我否定。

零式欧米茄转重弩过了，但我还是得说这对于某些武器来说就是一坨大的，拿重弩带npc也就是固定二十多分钟的打桩，制作组该不会真的以为自己做的是一坨很有趣的副本吧？",FALSE,2025-10-29T12:17:29Z,2025-11-07T16:26:23Z,76561198362938348,0,6
207860710,schinese,"我操你🐎
追评 我草饲你的🐎",FALSE,2025-10-29T10:04:58Z,2026-03-18T09:00:20Z,76561198876600773,224,15
207850750,schinese,游戏都进不去了，你在优化个鸡巴呢？,FALSE,2025-10-29T05:56:36Z,2025-10-29T05:56:36Z,76561199004936560,0,3
207825171,schinese,优化会伐？ 做一个游戏人都玩不了的做你姥姥呢？,FALSE,2025-10-28T21:43:54Z,2025-10-28T21:44:18Z,76561198094866954,345,15
207813661,schinese,"越更新越打不开的纯种傻之逼中逼game
德田的🐎被关进时空狭缝了做出这么一坨piece of trash",FALSE,2025-10-28T19:06:39Z,2026-01-03T18:47:35Z,76561198289123977,271,20
207793891,schinese,鉴定为依托，优化差的不是一星半点，连不上服务器是日常，内容更是依托，半成品发售真的cs,FALSE,2025-10-28T14:47:57Z,2025-10-28T14:47:57Z,76561199582923660,0,1
207792247,schinese,気持ち悪い、糞みたいなモンスター作って最適化もしないなんて、徳田君、両親はいないのか,FALSE,2025-10-28T14:23:52Z,2025-10-28T14:24:32Z,76561198845140872,53,1
207788272,schinese,sb卡婊，更新之后游戏都打不开了，你们制作组是一堆伪人吗，一群sb，从游戏刚出就一堆bug，到现在又一堆新bug，王朝立马,FALSE,2025-10-28T13:20:58Z,2025-10-28T13:20:58Z,76561199100281396,33,1
207787684,schinese,卡普空cnm,FALSE,2025-10-28T13:11:31Z,2025-10-28T13:11:31Z,76561199535263355,16,1
207784817,schinese,万圣节活动更新，所有npc包括队友全都变成多边形了，玩个金箔,FALSE,2025-10-28T12:21:15Z,2025-10-28T12:21:15Z,76561198033971114,361,2
207782519,schinese,这就是你们吹的卡普空么，不如绝区零,FALSE,2025-10-28T11:38:38Z,2025-10-28T11:38:38Z,76561198286443360,376,12
207774260,schinese,tmd首发入的，我3060先是顶着垃圾优化玩不下去，然后找云电脑付费玩完，以为后面能优化好，结果越来越垃圾，更新也跟挤牙膏一样玩都玩不爽，游戏最重要的是能玩这都做不到，越想越气，出生卡婊，不过来打个差评我念头都不通达！,FALSE,2025-10-28T08:36:43Z,2025-10-28T08:38:11Z,76561199030746511,45,2
207766645,schinese,"优化nm呢卡婊
",FALSE,2025-10-28T04:53:42Z,2025-10-28T04:53:42Z,76561198881812468,257,5
207764620,schinese,"天哪为了过零式前后努力了50小时，终于从稳定三猫的拉矢侠，转型到装备东拼西凑的两猫重弩、成长到偶尔一猫的全装重弩，然后扁扁地过了......没有零式之前的80小时除了觉得这作的猫好可爱戏份好多、煌雷的BGM真好听之外从没感受到过“荒野真好玩！”，为了得到零式的幻化吃尽了苦头和笛尊尊的大绿茶，苦难后的成功竟然真的让我开始觉得这个游戏好玩了，现在每天就是贱狗！来打零式刷素材！......噢不原来抖M竟是我自己Σ( °△° )

另外我中途甚至因为野队从没有过天降笛子，绝望地自己打了一套笛装准备学医，结果发现笛子的操作和零式这让人操心的大蟑螂真不是人能玩的！让我们把掌声给到所有笛子玩家好吗，在我们被大炮喷、六连炸也没猫的背后是笛子们默默续了多少次的精灵王、音壁和广域化快吃大绿茶啊，是绿茶主理人们勤勤恳恳采了多久的蜂蜜苦虫不死虫忍耐种啊！！！（泪）",TRUE,2025-10-28T03:58:34Z,2025-10-28T03:58:34Z,76561198392269546,122,14
207732205,schinese,一个人赤石是痛苦 四个人赤石是欢乐,TRUE,2025-10-27T17:47:20Z,2025-10-27T17:47:20Z,76561198410291792,445,61
207730466,schinese,"刚出：首发预购 啥优化啊 玩8h真玩不下去了
现在：啊 真喵的好玩 和舍友一起天天开黑砍龙 但 加强弓箭啊！！！！！
终盘：蛙趣 真加强弓箭了 牛牛牛 你又怎么知道我有黑蚀龙之力+霸主之魂词条 好玩好玩 啊 又是怪猎历史上的一集大成之作(((m-__-)m！",TRUE,2025-10-27T17:20:32Z,2025-12-26T01:28:07Z,76561199632960198,86,26
207724724,schinese,更新之后打都打不开，重装过好几次也一样,FALSE,2025-10-27T15:51:26Z,2025-10-27T15:51:26Z,76561198926975555,0,1
207723239,schinese,欧米茄我恨你,FALSE,2025-10-27T15:28:01Z,2025-10-27T15:28:01Z,76561199383704468,141,7
207719373,schinese,差评是应得的,FALSE,2025-10-27T14:28:22Z,2025-10-27T14:28:22Z,76561198293223187,89,15
207717580,schinese,惊天一条区,FALSE,2025-10-27T14:00:45Z,2025-10-27T14:00:45Z,76561199063537847,407,3
207711426,schinese,先说优点：怪猎玩法基底在这注定了是个好玩的游戏，作为一个太刀玩家本作性能是真的强，玩的爽，坐骑自动寻路也将本作在跑图上消耗的时间大幅度减少，对玩家进行狩猎任务极其方便。除了一些几乎没用过的功能例如ai队友之外不评价，接下来的内容真的让我反感，这作比起狩猎将剧情的比重极大的提高，尤其是下位，剧情及其平庸的同时还耗时极长，关键本作的怪物数量还极少，除去主线的怪甚至没几只多出来的，在猎人性能过强狩猎时长减少的情况下，白开水剧情又占据主导，游戏内容真的称得上空洞。再吐槽下拉跨到离谱的优化，换了电脑才能玩，也是神了卡普空，总体7分，怪猎底子毕竟在这。,TRUE,2025-10-27T12:09:44Z,2025-10-27T12:09:44Z,76561199270522724,61,13
207707297,schinese,欧米伽我cnm,FALSE,2025-10-27T10:38:25Z,2025-10-27T10:38:25Z,76561198294300130,0,13
207703932,schinese,有爱就行了 没爱千万别入手 为了这游戏换电脑 5080 各种闪退 奔溃 掉帧 （我就是个大傻逼）,FALSE,2025-10-27T09:16:18Z,2025-10-27T09:16:18Z,76561198127299749,0,6
207702904,schinese,HAIOHAOAHOA,TRUE,2025-10-27T08:48:48Z,2025-10-27T08:48:48Z,76561198102181557,84,2
207694875,schinese,他妈的寄！,FALSE,2025-10-27T04:44:55Z,2025-10-27T04:44:55Z,76561198411506093,48,1
207692130,schinese,别买，毛病一大堆,FALSE,2025-10-27T03:32:33Z,2025-10-27T03:32:33Z,76561198400799985,230,2
207689862,schinese,"4分钟闪退五次，4060啊，真有你的
",FALSE,2025-10-27T02:37:39Z,2025-10-27T02:37:39Z,76561199471846403,0,5
207689027,schinese,垃圾中的垃圾，不会做不如不做,FALSE,2025-10-27T02:18:22Z,2025-10-27T02:18:22Z,76561198987835223,0,1
207682721,schinese,吃了ff14 7.0这坨真屎之后荒野这坨远近闻名的屎不但不难入口还有些许回甘,TRUE,2025-10-27T00:02:43Z,2025-10-27T00:02:43Z,76561198161850748,0,4
207671605,schinese,"内容太少了对不起价格。怪物猎人很好玩但是荒野是依托
还有把我和我兄弟电脑干崩荒野我不会放过你的
每天上线就是欧米噶bot？其他怪都没什么刷的意思
没买的快跑！",FALSE,2025-10-26T20:54:27Z,2025-10-26T20:54:27Z,76561199868574830,22,2
207666232,schinese,发售大半年了，我这个4070ti都时不时会崩溃，优化是真不做啊。而且半成品游戏而已，建议等等再考虑入手。最好是永远别入手。,FALSE,2025-10-26T19:42:11Z,2025-10-26T19:42:11Z,76561198825994717,31,8
207649841,schinese,奋,FALSE,2025-10-26T16:09:08Z,2025-10-26T16:09:08Z,76561198131223845,0,1
207639318,schinese,"SB德田，是不是自己大脑皮层太光滑了所以才想在每张地图的各个角落都放个司马的台阶斜坡展示自己的大脑皮层？片手滑步斩平地起飞接猫车是何意味你告诉我？以为荒野没有状态异常必定积累吗？错了，这傻逼技能在锁刃身上，什么叫滚过鞭子硬直没吃血没掉但是吃了个龙异常？臭傻逼需要吃药的时候吃不上，需要防御的时候你吃药指令接收的飞快
SB德田你能去死吗？天天做你妈傻逼双怪同台任务，我说你以后再做一个死一个木好不好？",FALSE,2025-10-26T13:57:31Z,2026-05-03T07:09:05Z,76561199247604903,25,3
207631823,schinese,完了120小时，更新了你告诉我编译着色器卡住进不去了，不好意思了SB卡普空,FALSE,2025-10-26T12:12:55Z,2025-10-26T12:12:55Z,76561198411790521,0,4
207631473,schinese,之前一下就进入在线模式联机现在tm的怎么都进不去在线模式,FALSE,2025-10-26T12:07:36Z,2025-10-26T12:07:36Z,76561199863937863,0,2
207623995,schinese,做的一坨,FALSE,2025-10-26T10:06:29Z,2025-10-26T10:06:29Z,76561199831314135,0,1
207622925,schinese,地板级的优化，超长长草期，逆天的boos难度,FALSE,2025-10-26T09:47:24Z,2025-10-26T09:47:24Z,76561199763262644,0,1
207622451,schinese,"作为双刀的重度使用者，世界荒野崛起全是双刀侠，在踏入《Monster Hunter Wilds》那片广袤而充满生机的新大陆时，我的内心充满了期待。经过数十小时的沉浸，这款游戏带给我的感受是复杂而鲜明的：它带来了系列有史以来最令人惊艳的武器手感和生态环境，却又被初版体量的不足和优化问题所困扰。

优点：武器性能的极致进化与生态的沉浸交响

如果说以往的《怪物猎人》是冷兵器狩猎的模拟器，那么《Wilds》则将其升华成了一曲由武器与生态共同谱写的狂野交响乐。

· 登峰造极的武器性能： 本作对十四种武器的动作系统进行了堪称革命性的打磨。以我主修的双刀为例，“鬼人化”状态下的机动性得到了前所未有的强化，新增的“疾空舞步”可以在高速移动中瞬间规避怪物的攻击并衔接后续连招，让双刀的使用者真正成为了在刀尖上跳舞的“死神”。鬼人槽的维持与消耗策略也更加灵活，使得输出节奏如行云流水。太刀的“见切”判定更为宽松，而“登龙”则有了新的派生选择；重弩的蹲射回归并改良。每一种武器都仿佛被注入了新的灵魂，操作手感、连招自由度与战术深度都达到了系列新高。这无疑是《怪物猎人》历史上最出色的战斗体验之一。
· 栩栩如生的生态环境： 《Wilds》的生态系统不仅仅是背景板，它是活的，是会呼吸的战场。突如其来的沙尘暴不仅能见度，更能成为你接近怪物的天然掩体；雷暴天气下，金属武器甚至可能引雷伤及自身；生物群落间的互动更加频繁，不再是简单的“怪物打架你捡漏”，而是真正形成了一个弱肉强食的食物链。骑着“鸟龙”坐骑穿越在不同气候带，看着环境与生物因天气而产生的即时变化，这种沉浸感是无与伦比的。

缺点：略显单薄的初版体量与堪忧的优化表现

然而，在极致的战斗与生态体验之下，游戏目前的两大短板也相当刺眼。

· 初版体量有待充实： 或许是出于为后续更新留有余地的考虑，游戏首发时的怪物种类和地图数量显得有些保守。虽然已有的怪物设计都非常出色，但对于老猎人来说，通关后能反复挑战的目标有限，终盘玩法内容在首发版本中略显重复，容易在新鲜感过后进入一段“长草期”。
· 亟待优化的性能表现： 本作在性能表现上确实遇到了一些挑战。在部分大地图复杂环境且多怪物同屏时，帧数会出现明显的波动。此外，偶尔出现的贴图加载延迟和一些影响体验的微小BUG，都提醒着我们这趟荒野之旅在技术层面还需要进一步的打磨。

结语：一份充满诚意的奠基，一次值得等待的启程

尽管存在体量和优化上的遗憾，但我必须承认，我依然会继续游玩《Monster Hunter Wilds》。其战斗系统的核心乐趣和生态互动的无限可能性，已经构成了一个无比坚实的骨架。它拥有成为一代神作的所有潜质，现在需要的只是时间和内容去填充血肉。

我真诚地希望厂商能够倾听社区的声音，通过后续的更新不断扩充怪物阵容、丰富终盘玩法，并全力以赴地解决优化问题，做好这款游戏。对于所有猎人而言，《Wilds》所描绘的未来，绝对值得我们的等待与投入。",TRUE,2025-10-26T09:39:34Z,2025-10-26T09:39:34Z,76561199719178243,38,3
207619458,schinese,完全没找到这个游戏的优点,FALSE,2025-10-26T08:45:53Z,2025-10-26T08:45:53Z,76561198357369755,46,2
207617275,schinese,联机一坨，没有加速器，你每次进游戏都得等5分钟才提示离线进入，垃圾游戏别买,FALSE,2025-10-26T08:03:20Z,2025-10-26T08:03:20Z,76561198104996487,126,10
207613885,schinese,"傻逼联动，请问你能像是ff14一样边走位边打输出吗，ff14处理全能之主的时候可以一边引导火圈一边躲八方火一边输出，怪猎的底层逻辑是这样的吗？
还有我想请问你，那么傻逼的一个怪，扔到那么小的台阶那么多的场地，是死之前也是这样的吗",FALSE,2025-10-26T06:55:34Z,2025-10-26T06:55:34Z,76561198127212002,161,15
207569304,schinese, 不行这个罪不能我一个人遭。作为首发玩家我真是花了全款吃了粑粑,TRUE,2025-10-25T17:56:10Z,2025-10-25T17:56:10Z,76561198183680011,0,3
207553811,schinese,"💩💩💩💩💩💩💩💩💩💩
德田先生藤冈先生什么时候离职~",FALSE,2025-10-25T14:54:47Z,2025-10-25T14:54:47Z,76561198106322551,151,2
207544912,schinese,纯垃圾,FALSE,2025-10-25T13:10:56Z,2025-10-25T13:10:56Z,76561198005642152,194,22
207542604,schinese,你更新尼玛呢？现在大家都玩不了了，你开心了？,FALSE,2025-10-25T12:38:15Z,2025-10-25T12:38:15Z,76561198347601388,0,24
207536747,schinese,玩不了， 直接申请退款吧， 已经几次了， 问了其他人也不知道怎么处理,TRUE,2025-10-25T11:03:41Z,2025-10-25T11:03:41Z,76561199421420051,0,4
207536690,schinese,有点东西,TRUE,2025-10-25T11:02:34Z,2025-10-25T11:02:34Z,76561199627042241,0,1
207522109,schinese,sucks,FALSE,2025-10-25T06:19:57Z,2025-10-25T06:19:57Z,76561198091045364,0,2
207521353,schinese,傻子卡普空，不会做游戏可以不会做，这么一个ip能烂你们手里也是无敌了,FALSE,2025-10-25T06:03:50Z,2025-10-25T06:03:50Z,76561199250474669,35,1
207520963,schinese,买这个游戏就是sb,FALSE,2025-10-25T05:54:46Z,2025-10-25T05:54:46Z,76561198108126402,0,4
207520562,schinese,"我的天啊原来是卡普空集团有史最大的投资项目、参与人数约2800人的最大人力投入项目、开发时长接近7年，卡普空最有野心的一作、榨干PS5机能的次时代之作、总结了20年怪猎开发经验，并且为了磨质量而延期的20周年大作 优化极差、画面灾难、并且作为一个需要精准输入的动作游戏，居然大力推荐使用帧生成的《怪物猎人:荒野》。发售到现在就是一个三界主的大型左右脑互搏展会，武器设计左右脑互搏就算了，想不到因为根本没人用的双武器系统而分家的武器防具技能竟然还可以在护石上组合起来，别逗我笑了三界主。

哦对了，368元什么时候退给我？",FALSE,2025-10-25T05:45:51Z,2025-10-26T13:56:04Z,76561199212470778,32,2
207519971,schinese,史 卖DLC死贵,FALSE,2025-10-25T05:33:16Z,2025-10-25T05:33:16Z,76561198852688010,161,10
207519452,schinese,更新后包闪退的，每次跟新都进不去，优化太差了,FALSE,2025-10-25T05:22:38Z,2025-10-25T05:22:38Z,76561199427960877,0,1
207512007,schinese,95F4的血攻还是太低了，建议德田优也先生去狠狠的扇辻本良三先生巴掌，在他反应过来之前能扇几下就在离职前把95F4的血防倍率后面按几个0，这样做出来的数值一定极富设计美感,FALSE,2025-10-25T02:46:20Z,2025-10-25T02:46:20Z,76561198086888299,195,4
207507008,schinese,出nmb一堆相杀见切，然后用脚填个游星欧米茄天天出那个jb光炮和地火飞饼，那你给跟我说出的机制有什么用，吃一堆风险出来的交互动作全nm是负收益，永远在被撵着翻滚飞扑，真是死了妈了卡普空,FALSE,2025-10-25T01:02:18Z,2025-10-25T01:02:18Z,76561198262304027,86,2
207502112,schinese,"什么时候给优化整好了就改好评，9800X3D+RX9070XT锁60帧选了中低画质进森林这种地方也会卡。
12月16日优化更新加内容更新，帧数优化大概有10-20帧，玩了大概2-3小时，又报错闪退了，这差评是你们应得的。
2月19日本体最后的更新更是重量级，新的龙没有不说，直接来了个历战王全家桶。行了，DLC出了也不玩了，不想再吃这坨大的了。",FALSE,2025-10-24T23:21:06Z,2026-02-26T18:01:55Z,76561198334213221,186,20
207492983,schinese,哈哈哈等我还要等，等死我个byd，还联动还卖道具，卖死你个byd卡普空，你多更新点东西会死吗,FALSE,2025-10-24T20:53:39Z,2025-10-24T20:53:39Z,76561198911490776,201,52
207473251,schinese,这更新速度应该是怪猎系列有史以来最低的了吧,FALSE,2025-10-24T16:07:16Z,2025-10-24T16:07:16Z,76561198353162145,51,3
207468196,schinese,我真尼玛要气笑了，一个月没打，更新之后着色器编辑又闪退，这b制作组这么几个月在干什么？优化问腿一点没改，还只更新了这么点东西，我是脑抽了才会首发买这么依托垃圾,FALSE,2025-10-24T14:59:12Z,2025-10-24T14:59:12Z,76561198863567522,0,3
207467218,schinese,666,TRUE,2025-10-24T14:46:11Z,2025-10-24T14:46:11Z,76561198930917333,0,3
207464600,schinese,忘回来给你个差评了，纯纯的一坨，当初应该去玩黑夜而不是花500玩这一坨大粪,FALSE,2025-10-24T14:08:44Z,2025-10-24T14:08:44Z,76561198845032259,336,8
207463621,schinese,等优化好了出了dlc看情况买,FALSE,2025-10-24T13:53:49Z,2025-10-24T13:53:49Z,76561199226690647,61,2
207451293,schinese,你自己看看你搞出的联动怪是什么东西啊，策划自己开六猫才过普通的f5，觉得自己被恶心了就要所有玩家陪你被恶心吗？你这s了m的东西已经无能成这样了吗。,FALSE,2025-10-24T10:15:06Z,2025-10-24T10:15:06Z,76561199786409449,0,2
207450152,schinese,十分钟一个错误报告，玩个锤子,FALSE,2025-10-24T09:49:59Z,2025-10-24T09:49:59Z,76561198347464990,0,4
207449749,schinese,狂野凶猛的大自然，熙来。 时刻都在动态变化的政局。 这是个关于生活在具有两派系的太子党中的新左与建制的故事。进化的重庆动作，寻求连续不断的唱红打黑，究极的贪官狩猎体验正等待你的到来。,TRUE,2025-10-24T09:39:37Z,2025-10-24T11:25:47Z,76561198840987167,0,4
207448694,schinese,"垃圾游戏 好久不玩了现在发现根本连不上网 只能花钱买加速器
要是只是不能联机还好 我还可以当个单机游戏玩玩
结果发现连活动任务都没有 历战王都打不了
各种恶心人的怪物和挤牙膏更新就不说了 真的一坨这游戏
差评如潮是对的",FALSE,2025-10-24T09:16:04Z,2025-10-24T09:16:04Z,76561198391844629,75,3
207446191,schinese,更新着色器编辑直接闪退，根本进不去游戏,FALSE,2025-10-24T08:16:15Z,2025-10-24T08:16:15Z,76561198453567215,88,1
207429129,schinese,赶紧扔了你那个垃圾的re引擎吧，傻逼一样的优化，4k60的low帧是20出头，1080p120的low帧还是20，你是个动作游戏，想靠插帧吃饭真是大脑皮层光滑了,FALSE,2025-10-24T01:20:01Z,2025-10-25T22:10:41Z,76561198131201295,96,8
207410786,schinese,优化不搞，新怪伤害一下秒，不开加速单人在线都上不去。sb卡婊没马,FALSE,2025-10-23T19:39:17Z,2025-10-23T19:39:17Z,76561198979943630,65,3
207401981,schinese,别人是献祭母亲做出一个粪游，卡普空是献祭九族,FALSE,2025-10-23T17:30:45Z,2025-10-23T17:30:45Z,76561198441670880,0,1
207396237,schinese,除了崩溃还是崩溃，每一次大更新我都要在网络浪费大量的时间去解决游戏启动的崩溃，要不你一直在主机独占算了，毕竟你也不对PC进行优化，40个小时里面得有10个小时是处理游戏崩溃问题，你和三国杀坐一桌去吧。,FALSE,2025-10-23T16:12:50Z,2025-10-23T16:12:50Z,76561198253827395,89,1
207392455,schinese,"优化拉胯到家，我5090都得开DLSS；
剧情稀烂全是圣母婊；
更新分段折磨玩家；
DLC刀法精准割韭菜；
新BOSS欧米伽超模，18万血量中间还卡DPS，猫车最多三辆，打十几遍连三阶段都见不到。 
[h1]真的是垃圾[/h1]",FALSE,2025-10-23T15:20:02Z,2025-10-23T15:20:02Z,76561198993896709,579,59
207391884,schinese,看什么看，刷差评去,FALSE,2025-10-23T15:12:37Z,2025-10-23T15:12:37Z,76561198813621619,97,24
207385078,schinese, 5080 9700X 闪退 优化差 最难崩的一代怪猎,FALSE,2025-10-23T13:31:16Z,2025-10-23T13:31:16Z,76561198312429579,152,7
207380863,schinese,勾使，越更新越打不开，无敌了,FALSE,2025-10-23T12:20:07Z,2025-10-23T12:20:07Z,76561198421335159,12,1
207380019,schinese,傻逼游戏,FALSE,2025-10-23T12:04:53Z,2025-10-23T12:04:53Z,76561198405393893,80,3
207379555,schinese,欧米茄玉呢？我打你的母牛😄,FALSE,2025-10-23T11:56:21Z,2025-10-24T14:40:07Z,76561198384463155,65,36
207378124,schinese,“发生连接错误”,FALSE,2025-10-23T11:27:42Z,2025-10-24T04:26:01Z,76561198341382072,0,4
207376136,schinese,cnm的越更新越卡，越更新越进不去，卡普空钱赚多了欠爱了？,FALSE,2025-10-23T10:45:52Z,2025-10-23T10:45:52Z,76561199003049905,170,4
207374403,schinese,你妈逼的，什么随机？每次刷出什么词条来都是固定的,FALSE,2025-10-23T10:10:00Z,2025-12-26T12:10:22Z,76561198929500915,165,54
207374162,schinese,♥♥♥♥ you,FALSE,2025-10-23T10:04:47Z,2025-10-24T15:17:47Z,76561198209076253,152,7
207373977,schinese,好玩但是优化sb内容太少,TRUE,2025-10-23T10:00:20Z,2025-10-23T10:00:20Z,76561199192215945,103,3
207371511,schinese,出优化之前我不会再打开这个游戏,FALSE,2025-10-23T09:01:04Z,2025-10-23T09:01:04Z,76561199539616856,77,4
207369903,schinese,跟史一样，一更新就在那编译着色器编译着色器，更新完卡得批爆，开着加速器都天天库库掉线，能不能退钱啊真气笑了,FALSE,2025-10-23T08:20:00Z,2025-10-23T08:20:00Z,76561199121147920,60,2
